Plant,Chinese Name,Capacity (MW),Status,Year,RETIRED,Planned Retire,Latitude,Longitude,Tracker ID,Annual CO2 (million tonnes / annum),"Subnational unit (province, state)",resource
Shenzhen Energy Zhangyang Gas power station,深能东莞樟洋燃机电厂,390,operating,2021,NA,NA,22.887915,114.09395,G405319,0.51246,Guangdong,gas
Shenzhen Meishi Gas power station,深圳美视燃气电厂,244,operating,2014,NA,NA,22.54909,113.999293,G405308,0.320616,Guangdong,gas
Shenzhen Meishi Gas power station,深圳美视燃气电厂,180,operating,2007,NA,NA,22.54909,113.999293,G406247,0.23652,Guangdong,gas
Shenzhen Meishi Gas power station,深圳美视燃气电厂,260,operating,2014,NA,NA,22.54909,113.999293,G405309,0.34164,Guangdong,gas
Shenzhen Yuhu Gas power station,深圳钰湖燃气发电厂,180,operating,2004,NA,NA,22.716169,114.136159,G405312,0.23652,Guangdong,gas
Shenzhen Yuhu Gas power station,深圳钰湖燃气发电厂,180,operating,2004,NA,NA,22.716169,114.136159,G405313,0.23652,Guangdong,gas
Sichuan Investment Group Dazhou Gas power station,川投达州燃气发电站,350,operating,2015,NA,NA,31.114962,107.484887,G405681,0.4599,Sichuan,gas
Sichuan Investment Group Dazhou Gas power station,川投达州燃气发电站,350,operating,2015,NA,NA,31.114962,107.484887,G405682,0.4599,Sichuan,gas
Sichuan Suining Anju Natural Gas power station,华电安居天然气发电厂,600,proposed,2023,NA,NA,30.352381,105.449382,G409868,0.7884,Sichuan,gas
Sichuan Suining Anju Natural Gas power station,华电安居天然气发电厂,600,proposed,2023,NA,NA,30.352381,105.449382,G409867,0.7884,Sichuan,gas
Sichuan Suining Anju Natural Gas power station,华电安居天然气发电厂,600,proposed,2023,NA,NA,30.352381,105.449382,G409866,0.7884,Sichuan,gas
Sichuan Suining Anju Natural Gas power station,华电安居天然气发电厂,600,proposed,2023,NA,NA,30.352381,105.449382,G409865,0.7884,Sichuan,gas
Southern Grid Hainan Qinglan Gas power station,南方电网海南清澜电厂,50,operating,2005,NA,NA,19.568647,110.764405,G405417,0.0657,Hainan,gas
Southern Grid Hainan Qinglan Gas power station,南方电网海南清澜电厂,50,operating,2005,NA,NA,19.568647,110.764405,G405418,0.0657,Hainan,gas
Southern Grid Hainan Qinglan Gas power station,南方电网海南清澜电厂,50,operating,2005,NA,NA,19.568647,110.764405,G405419,0.0657,Hainan,gas
Southern Grid Hainan Wenchang Gas power station,南方电网海南文昌燃气电厂,460,operating,2020,NA,NA,19.788535,110.716477,G405420,0.60444,Hainan,gas
Southern Grid Hainan Wenchang Gas power station,南方电网海南文昌燃气电厂,460,operating,2020,NA,NA,19.788535,110.716477,G405421,0.60444,Hainan,gas
State Grid Lasa Gas power station,国家电网拉萨燃机电厂,180,operating,2011,NA,NA,29.6516,90.95942,G405705,0.23652,Tibet,gas
Three Gorges Energy Group Yingkou Gas Thermal power station,三峡集团营口燃机热电厂,500,shelved,2020,NA,NA,40.612409,122.34242,G405609,0.657,Liaoning,gas
Three Gorges Energy Group Yingkou Gas Thermal power station,三峡集团营口燃机热电厂,500,shelved,2020,NA,NA,40.612409,122.34242,G405610,0.657,Liaoning,gas
Tianjin Chentangzhuang Thermal power station,天津陈塘庄热电厂,900,operating,2014,NA,NA,38.96213,117.185749,G405703,1.1826,Tianjin,gas
Tianjin Chentangzhuang Thermal power station,天津陈塘庄热电厂,900,operating,2016,NA,NA,38.96213,117.185749,G405704,1.1826,Tianjin,gas
Tianjin Junliangcheng power station,天津军粮城电厂,650,operating,2021,NA,NA,39.05313,117.41226,G405702,0.8541,Tianjin,gas
Wuhan Donghu Gas Thermal power station,武汉东湖燃机热电厂,185,operating,2015,NA,NA,30.486157,114.421491,G405469,0.24309,Hubei,gas
Wuhan Donghu Gas Thermal power station,武汉东湖燃机热电厂,185,operating,2017,NA,NA,30.486157,114.421491,G405470,0.24309,Hubei,gas
Wuxi West Zone Gas Thermal power station,无锡西区燃气热电厂,400,operating,2016,NA,NA,31.634457,120.232722,G405594,0.5256,Jiangsu,gas
Xiamen Dongbu Gas power station,厦门东部燃气电厂,390,operating,2009,NA,NA,24.54591,118.226434,G405182,0.51246,Fujian,gas
Xiamen Dongbu Gas power station,厦门东部燃气电厂,390,operating,2010,NA,NA,24.54591,118.226434,G405183,0.51246,Fujian,gas
Xinjiang Hetian Gas power station,新疆和田天然气电站,50,cancelled,2001,NA,NA,37.095719,79.939213,G405706,0.0657,Xinjiang,gas
Xinjiang Kelamayi power station,新疆克拉玛依电厂,69,operating,1991,NA,NA,45.69143,85.118875,G405707,0.090666,Xinjiang,gas
Xinjiang Kelamayi power station,新疆克拉玛依电厂,69,operating,1997,NA,NA,45.69143,85.118875,G405708,0.090666,Xinjiang,gas
Xinjiang Kelamayi power station,新疆克拉玛依电厂,69,operating,2004,NA,NA,45.69143,85.118875,G405709,0.090666,Xinjiang,gas
Xinjiang Kelamayi power station,新疆克拉玛依电厂,111.9,operating,2009,NA,NA,45.69143,85.118875,G405710,0.14703660000000002,Xinjiang,gas
Xiyang Coalbed Methane power station,昔阳煤层气发电站,144,operating,2020,NA,NA,37.598774,113.725553,G405823,0.189216,Shanxi,gas
Yudean Dinghu Gas power station,粤电鼎湖天然气热电厂,460,construction,2023,NA,NA,23.180543,112.728855,G405379,0.60444,Guangdong,gas
Yudean Dinghu Gas power station,粤电鼎湖天然气热电厂,460,construction,2023,NA,NA,23.180543,112.728855,G405380,0.60444,Guangdong,gas
Yudean Huadu Gas Thermal power station,粤电花都天然气热电厂,400,construction,2022,NA,NA,23.362915,113.093,G405375,0.5256,Guangdong,gas
Yudean Huadu Gas Thermal power station,粤电花都天然气热电厂,400,construction,2022,NA,NA,23.362915,113.093,G405376,0.5256,Guangdong,gas
Yudean Huangpu power station,粤电黄埔电厂,423,operating,2020,NA,NA,23.078627,113.500547,G405373,0.555822,Guangdong,gas
Yudean Huangpu power station,粤电黄埔电厂,423,operating,2020,NA,NA,23.078627,113.500547,G405374,0.555822,Guangdong,gas
Yudean Huizhou Gas power station,广东惠州天然气发电厂,390,operating,2007,NA,NA,22.759327,114.613691,G405355,0.51246,Guangdong,gas
Yudean Huizhou Gas power station,广东惠州天然气发电厂,390,operating,2007,NA,NA,22.759327,114.613691,G405356,0.51246,Guangdong,gas
Yudean Huizhou Gas power station,广东惠州天然气发电厂,390,operating,2007,NA,NA,22.759327,114.613691,G405357,0.51246,Guangdong,gas
Yudean Huizhou Gas power station,广东惠州天然气发电厂,460,operating,2019,NA,NA,22.759327,114.613691,G405358,0.60444,Guangdong,gas
Yudean Huizhou Gas power station,广东惠州天然气发电厂,460,operating,2019,NA,NA,22.759327,114.613691,G405359,0.60444,Guangdong,gas
Yudean Huizhou Gas power station,广东惠州天然气发电厂,460,operating,2019,NA,NA,22.759327,114.613691,G405360,0.60444,Guangdong,gas
Yudean Shenzhen Qianwan Gas power station,粤电深圳前湾燃机电厂,390,operating,2006,NA,NA,22.50785,113.849683,G405367,0.51246,Guangdong,gas
Yudean Shenzhen Qianwan Gas power station,粤电深圳前湾燃机电厂,390,operating,2007,NA,NA,22.50785,113.849683,G405368,0.51246,Guangdong,gas
Yudean Shenzhen Qianwan Gas power station,粤电深圳前湾燃机电厂,390,operating,2007,NA,NA,22.50785,113.849683,G405369,0.51246,Guangdong,gas
Yudean Xinhui Gas power station,粤电新会电厂,390,operating,2018,NA,NA,22.253854,113.066065,G405365,0.51246,Guangdong,gas
Yudean Xinhui Gas power station,粤电新会电厂,390,operating,2018,NA,NA,22.253854,113.066065,G405366,0.51246,Guangdong,gas
Yudean Zhongshan Sanjiao Gas Thermal power station,粤电中山三角燃机发电厂,460,operating,2018,NA,NA,22.712865,113.440746,G405352,0.60444,Guangdong,gas
Yudean Zhongshan Sanjiao Gas Thermal power station,粤电中山三角燃机发电厂,460,operating,2019,NA,NA,22.712865,113.440746,G405353,0.60444,Guangdong,gas
Yudean Zhongshan Sanjiao Gas Thermal power station,粤电中山三角燃机发电厂,460,operating,2019,NA,NA,22.712865,113.440746,G405354,0.60444,Guangdong,gas
Zheneng Changshan Gas power station,浙能常山天然气热电厂,458,operating,2014,NA,NA,28.925712,118.462985,G405745,0.601812,Zhejiang,gas
Zheneng Changxing Natural Gas power station,浙能长兴天然气热电厂,435,operating,2013,NA,NA,30.979487,119.92028,G405754,0.57159,Zhejiang,gas
Zheneng Changxing Natural Gas power station,浙能长兴天然气热电厂,435,operating,2013,NA,NA,30.979487,119.92028,G405755,0.57159,Zhejiang,gas
Zheneng Jinhua Gas power station,浙能金华燃机热电厂,186,operating,2005,NA,NA,29.069833,119.580378,G405768,0.244404,Zhejiang,gas
Zheneng Ningbo Zhenhai Power Center Natural Gas Thermal power station,浙能宁波镇海动力中心天然气热电厂,350,operating,2014,NA,NA,30.022471,121.661074,G405752,0.4599,Zhejiang,gas
Zheneng Ningbo Zhenhai Power Center Natural Gas Thermal power station,浙能宁波镇海动力中心天然气热电厂,350,operating,2014,NA,NA,30.022471,121.661074,G405753,0.4599,Zhejiang,gas
Zheneng Wenzhou Longwan power station,浙能温州龙湾燃机发电厂,342,operating,1999,NA,NA,27.968583,120.807422,G405767,0.449388,Zhejiang,gas
Zheneng Xiaoshan power station,浙能萧山发电厂,400,operating,2008,NA,NA,30.050228,120.232117,G405746,0.5256,Zhejiang,gas
Zheneng Xiaoshan power station,浙能萧山发电厂,400,operating,2008,NA,NA,30.050228,120.232117,G405747,0.5256,Zhejiang,gas
Zheneng Xiaoshan power station,浙能萧山发电厂,420,operating,2012,NA,NA,30.050228,120.232117,G405748,0.55188,Zhejiang,gas
Zheneng Zhenhai Natural Gas power station,浙能镇海天然气发电厂,395,operating,2007,NA,NA,29.946169,121.688796,G405749,0.51903,Zhejiang,gas
Zheneng Zhenhai Natural Gas power station,浙能镇海天然气发电厂,395,operating,2007,NA,NA,29.946169,121.688796,G405750,0.51903,Zhejiang,gas
Zheneng Zhenhai United power station,浙能镇海联合发电厂,344,operating,1999,NA,NA,29.943895,121.684007,G405751,0.452016,Zhejiang,gas
Zhongshan Nanlang Gas power station,中山南朗燃气电厂,180,operating,2005,NA,NA,22.55203,113.5694,G405329,0.23652,Guangdong,gas
Zhongshan Nanlang Gas power station,中山南朗燃气电厂,180,operating,2005,NA,NA,22.55203,113.5694,G405330,0.23652,Guangdong,gas
Zhongshan Yong'an Gas Thermal power station,中山永安热电厂,180,operating,2005,NA,NA,22.665361,113.195853,G405205,0.23652,Guangdong,gas
Zhongshan Yong'an Gas Thermal power station,中山永安热电厂,220,proposed,2022,NA,NA,22.665361,113.195853,G405206,0.28908,Guangdong,gas
