Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Sponsor,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years),resource,final_end_year,final_start_year,age_at_2030,lifetime_remain,CO2_reduction,ttl_CO2_reduction,retrofit_year
G109019,L101275,Q200729,https://www.gem.wiki/Shangluo_power_station,China,Shaanxi,Shangluo Unit 1,Shangluo power station,陕西省投资集团商洛发电公司,NA,Shaanxi Huisen Coal Industry Co,"Shaanxi Provincial Investment Group (90%), Shaanxi Yulin Energy Group (10%)",660,operating,2018,NA,NA,ultra-super,unknown,NA,"Shahezi Town, Zhang Village",Shangzhou District,Shangluo,East Asia,33.807099,110.0629,exact,2016-5,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G111153,L101699,Q200748,https://www.gem.wiki/Xinjiang_Guoxin_Qitai_power_station,China,Xinjiang,Xinjiang Guoxin Qitai power station Unit 1,Xinjiang Guoxin Qitai power station,新疆国信煤电能源公司准东发电厂,NA,Xinjiang Guoxin Coal Power Energy Company,"GCL Poly Energy Holdings (81%), China Resources (19%)",660,operating,2018,NA,NA,supercritical,unknown,NA,Changji city,Qitai,Changji,East Asia,44.362817,90.152276,exact,2015-5-19,NA,NA,NA,8409,96100,51.00%,2.5,93,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G111154,L101699,Q200748,https://www.gem.wiki/Xinjiang_Guoxin_Qitai_power_station,China,Xinjiang,Xinjiang Guoxin Qitai power station Unit 2,Xinjiang Guoxin Qitai power station,新疆国信煤电能源公司准东发电厂,NA,Xinjiang Guoxin Coal Power Energy Company,"GCL Poly Energy Holdings (81%), China Resources (19%)",660,operating,2018,NA,NA,supercritical,unknown,NA,Changji city,Qitai,Changji,East Asia,44.362817,90.152276,exact,2015-5-19,NA,NA,NA,8409,96100,51.00%,2.5,93,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G111216,L101542,Q200819,https://www.gem.wiki/Xishan_Gujiao_power_station,China,Shanxi,Xishan Gujiao power station Unit 5,Xishan Gujiao power station,山西焦煤西山煤电古交电厂三期低热值煤发电项目,山西兴能发电公司,Shanxi Xingneng Electricity Power Co.（Xishan Coal and Eletricity Power Co. 58.15%; Shanxi Hexin Electricity Development Co (Huadian Shanxi Energy Co 70.49%; Shenhua Guoneng Energy Group 29.51%) 41.85%）,"Shanxi Coking Coal Group (58%), China Huadian (30%), National Energy Investment Group (12%)",660,operating,2018,NA,NA,supercritical,wstcoal,NA,Gujiao County - Taiyuan City,Gujiao,Taiyuan,East Asia,37.89079,112.0881414,exact,2015-5-28,NA,NA,NA,8409,94600,51.00%,2.5,91.6,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G111217,L101542,Q200819,https://www.gem.wiki/Xishan_Gujiao_power_station,China,Shanxi,Xishan Gujiao power station Unit 6,Xishan Gujiao power station,山西焦煤西山煤电古交电厂三期低热值煤发电项目,山西兴能发电公司,Shanxi Xingneng Electricity Power Co.（Xishan Coal and Eletricity Power Co. 58.15%; Shanxi Hexin Electricity Development Co (Huadian Shanxi Energy Co 70.49%; Shenhua Guoneng Energy Group 29.51%) 41.85%）,"Shanxi Coking Coal Group (58%), China Huadian (30%), National Energy Investment Group (12%)",660,operating,2018,NA,NA,supercritical,wstcoal,NA,Gujiao County - Taiyuan City,Gujiao,Taiyuan,East Asia,37.89079,112.0881414,exact,2015-5-28,NA,NA,NA,8409,94600,51.00%,2.5,91.6,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G111702,L100728,P102180,https://www.gem.wiki/Zhoukou_Shangshui_power_station,China,Henan,Zhoukou Longda 4,Zhoukou Longda power station,永泰周口隆达发电公司,NA,Zhangjiagang Shazhou Electric Power Co (张家港沙洲电力有限公司) 51%; Zhengzhou Yuzhong Energy Co (郑州裕中能源有限责任公司) 49%.,Yongtai Group,660,operating,2018,NA,NA,ultra-super,unknown,NA,Tangzhuangxiang,Shangshui,Zhoukou,East Asia,33.563517,114.534204,exact,2015-2-13,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G111677,L100725,P100638,https://www.gem.wiki/Zhengzhou_Xinli_power_station,China,Henan,Zhengzhou Xinli power station Unit 6,Zhengzhou Xinli power station,河南投资集团郑州豫能热电公司,"Henan Xinli power station, Zhengzhou power station，河南投资集团郑州新力发电厂异地迁建项目",Henan Investment Group Co Ltd,Henan Investment Group,660,operating,2019,NA,NA,ultra-super,bituminous,NA,Jiayu Town,Xingyang,Zhengzhou,East Asia,34.701585,113.495914,exact,2015-12-16,NA,NA,NA,8272,94600,51.00%,2.4,92.5,38,coal,2059,2019,11,37,2.208,81.69600000000001,2030
G111678,L100725,P100638,https://www.gem.wiki/Zhengzhou_Xinli_power_station,China,Henan,Zhengzhou Xinli power station Unit 7,Zhengzhou Xinli power station,河南投资集团郑州豫能热电公司,"Henan Xinli power station, Zhengzhou power station，河南投资集团郑州新力发电厂异地迁建项目",Henan Investment Group Co Ltd,Henan Investment Group,660,operating,2019,NA,NA,ultra-super,bituminous,NA,Jiayu Town,Xingyang,Zhengzhou,East Asia,34.701585,113.495914,exact,2015-12-16,NA,NA,NA,8272,94600,51.00%,2.4,92.5,38,coal,2059,2019,11,37,2.208,81.69600000000001,2030
G100287,L100257,P100257,https://www.gem.wiki/Anwen_Songzao_power_station,China,Chongqing,Anwen Songzao 4,Anwen Songzao power station,重庆能源集团松藻煤电公司安稳电厂二期,NA,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,660,operating,2017,NA,NA,supercritical,unknown,NA,Anwen Town,Qijiang,NA,East Asia,28.641111,106.753056,exact,2013-12-27,NA,NA,NA,8409,96100,51.00%,2.5,90.5,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G101750,L101185,Q200663,https://www.gem.wiki/CPI_Ningxia_Zaoquan_power_station,China,Ningxia,CPI Ningxia Power Generation Zaoquan Power Plant Unit 1,CPI Ningxia Zaoquan power station,浙能宁夏枣泉发电公司一期,黎阳电厂,Zhejiang Energy Group 51%; SPIC Aluminum&Power Investment Co. Ltd 49%,"Zhejiang Provincial Energy Group (51%), State Power Investment Corporation (49%)",660,operating,2017,NA,NA,ultra-super,unknown,NA,Ningdong Town,Lingwu,Yinchuan,East Asia,38.0462,106.6058,exact,2015-1-28,NA,NA,NA,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G101751,L101185,Q200663,https://www.gem.wiki/CPI_Ningxia_Zaoquan_power_station,China,Ningxia,CPI Ningxia Power Generation Zaoquan Power Plant Unit 2,CPI Ningxia Zaoquan power station,浙能宁夏枣泉发电公司一期,黎阳电厂,Zhejiang Energy Group 51%; SPIC Aluminum&Power Investment Co. Ltd 49%,"Zhejiang Provincial Energy Group (51%), State Power Investment Corporation (49%)",660,operating,2017,NA,NA,ultra-super,unknown,NA,Ningdong Town,Lingwu,Yinchuan,East Asia,38.0462,106.6058,exact,2015-1-28,NA,NA,NA,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G103822,L101632,P100645,https://www.gem.wiki/Henglian_Wucaiwan_power_station,China,Xinjiang,Henglian Wucaiwan 1,Henglian Wucaiwan power station,新疆恒联五彩湾电厂一期,NA,Xinjiang Henglian Energy Co,Henglian Group,660,operating,2017,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.7896,89.1977,exact,2014-12-16,NA,NA,NA,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G103823,L101632,P100645,https://www.gem.wiki/Henglian_Wucaiwan_power_station,China,Xinjiang,Henglian Wucaiwan 2,Henglian Wucaiwan power station,新疆恒联五彩湾电厂一期,NA,Xinjiang Henglian Energy Co,Henglian Group,660,operating,2017,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.7896,89.1977,exact,2014-12-16,NA,NA,NA,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G104059,L100738,P100238,https://www.gem.wiki/Huadian_Jiangling_power_station,China,Hubei,Huadian Jiangling 1,Huadian Jiangling power station,华电江陵发电厂一期,NA,Huadian Hubei Power Generation Co,China Huadian,660,operating,2017,NA,NA,ultra-super,unknown,NA,Majiazhai Town,Jiangling,Jingzhou,East Asia,30.091187,112.310588,exact,2015-6-16,NA,NA,NA,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G104456,L100295,P100239,https://www.gem.wiki/Huaneng_Luoyuan_power_station,China,Fujian,Huaneng Luoyuan power station Unit 1,Huaneng Luoyuan power station,华能罗源电厂一期,NA,Huaneng Power International Fujian Branch,China Huaneng,660,operating,2017,NA,NA,ultra-super,unknown,NA,Bili Town Jiangjunmao,Luoyuan,Fuzhou,East Asia,26.411436,119.764294,exact,2014-12-01,NA,NA,NA,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G104457,L100295,P100239,https://www.gem.wiki/Huaneng_Luoyuan_power_station,China,Fujian,Huaneng Luoyuan power station Unit 2,Huaneng Luoyuan power station,华能罗源电厂一期,NA,Huaneng Power International Fujian Branch,China Huaneng,660,operating,2017,NA,NA,ultra-super,unknown,NA,Bili Town Jiangjunmao,Luoyuan,Fuzhou,East Asia,26.411436,119.764294,exact,2014-12-01,NA,NA,NA,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G112106,L100896,P100239,https://www.gem.wiki/Huaneng_Zhunger_Weijiamao_power_station,China,Inner Mongolia,Huaneng Zhunger Weijiamao power station unit 1,Huaneng Zhunger Weijiamao power station,华能北方联合电力魏家峁煤电公司一期,NA,Inner Mongolia Meng Huaneng,China Huaneng,660,operating,2017,NA,NA,supercritical,unknown,NA,Longkou Town Weijiamao,Junggar,Ordos,East Asia,39.558717,111.368411,exact,2013-10-10,NA,NA,NA,8409,96100,51.00%,2.5,90.5,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G112107,L100896,P100239,https://www.gem.wiki/Huaneng_Zhunger_Weijiamao_power_station,China,Inner Mongolia,Huaneng Zhunger Weijiamao power station unit 2,Huaneng Zhunger Weijiamao power station,华能北方联合电力魏家峁煤电公司一期,NA,Inner Mongolia Meng Huaneng,China Huaneng,660,operating,2017,NA,NA,supercritical,unknown,NA,Longkou Town Weijiamao,Junggar,Ordos,East Asia,39.558717,111.368411,exact,2013-10-10,NA,NA,NA,8409,96100,51.00%,2.5,90.5,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G101738,L100502,Q200501,https://www.gem.wiki/Qianxi_power_station,China,Guizhou,Qianxi power station Unit 5,Qianxi power station,中国电建黔西发电厂二期,NA,Guizhou Qianxi Zhongshui Electricity Generation Co,"ChinaPower (53%), State Power Investment Corporation (23%), Yankuang Group (14%)",660,operating,2017,NA,NA,supercritical,unknown,NA,Gantang Town,Qianxi County,Bijie,East Asia,27.0516899,106.1252456,exact,2015-4-28,NA,NA,NA,8409,96100,51.00%,2.5,90.5,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G110839,L101420,P101292,https://www.gem.wiki/Weiqiao_Zouping-1_power_station,China,Shandong,Weiqiao Zouping-1 Unit 2,Weiqiao Zouping-1 power station,魏桥集团邹平新一电一期,NA,Shandong Hongqiao Limited,Shandong Weiqiao Group,660,operating,2017,NA,NA,ultra-super,unknown,NA,Economy Development District,Zouping,Binzhou,East Asia,36.9106725,117.78535720000001,exact,no permit,aluminum,CHP,CHP,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G110840,L101420,P101292,https://www.gem.wiki/Weiqiao_Zouping-1_power_station,China,Shandong,Weiqiao Zouping-1 Unit 3,Weiqiao Zouping-1 power station,魏桥集团邹平新一电一期,NA,Shandong Hongqiao Limited,Shandong Weiqiao Group,660,operating,2017,NA,NA,ultra-super,unknown,NA,Economy Development District,Zouping,Binzhou,East Asia,36.9106725,117.78535720000001,exact,no permit,aluminum,CHP,CHP,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G110841,L101420,P101292,https://www.gem.wiki/Weiqiao_Zouping-1_power_station,China,Shandong,Weiqiao Zouping-1 Unit 4,Weiqiao Zouping-1 power station,魏桥集团邹平新一电一期,NA,Shandong Hongqiao Limited,Shandong Weiqiao Group,660,operating,2017,NA,NA,ultra-super,unknown,NA,Economy Development District,Zouping,Binzhou,East Asia,36.9106725,117.78535720000001,exact,no permit,aluminum,CHP,CHP,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G110842,L101420,P101292,https://www.gem.wiki/Weiqiao_Zouping-1_power_station,China,Shandong,Weiqiao Zouping-1 Unit 5,Weiqiao Zouping-1 power station,魏桥集团邹平新一电一期,NA,Shandong Hongqiao Limited,Shandong Weiqiao Group,660,operating,2017,NA,NA,ultra-super,unknown,NA,Economy Development District,Zouping,Binzhou,East Asia,36.9106725,117.78535720000001,exact,no permit,aluminum,CHP,CHP,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G111701,L100728,P102180,https://www.gem.wiki/Zhoukou_Shangshui_power_station,China,Henan,Zhoukou Longda 3,Zhoukou Longda power station,永泰周口隆达发电公司,NA,Zhangjiagang Shazhou Electric Power Co (张家港沙洲电力有限公司) 51%; Zhengzhou Yuzhong Energy Co (郑州裕中能源有限责任公司) 49%.,Yongtai Group,660,operating,2017,NA,NA,ultra-super,unknown,NA,Tangzhuangxiang,Shangshui,Zhoukou,East Asia,33.563517,114.534204,exact,2015-2-13,NA,NA,NA,8272,96100,51.00%,2.5,89,36,coal,2057,2017,13,35,2.3000000000000003,80.50000000000001,2030
G100236,L100200,Q200444,https://www.gem.wiki/Anhui_Bengbu_power_station,China,Anhui,Anhui Bengbu power station Unit 3,Anhui Bengbu power station,国电蚌埠发电公司二期,NA,"Guodian Anhui Power Co, Ltd 50%; Wenergy Group 30%; Huainan Mining Group 20%.","National Energy Investment Group (50%), Wenergy Group (30%), Huainan Mining Group (20%)",660,operating,2018,NA,NA,ultra-super,bituminous,NA,Xiaoyi Township,Huaiyuan,Bengbu,East Asia,32.78444,117.11472,exact,2015-5-12,NA,NA,NA,8272,94600,51.00%,2.4,90.1,37,coal,2058,2018,12,36,2.208,79.488,2030
G100237,L100200,Q200444,https://www.gem.wiki/Anhui_Bengbu_power_station,China,Anhui,Anhui Bengbu power station Unit 4,Anhui Bengbu power station,国电蚌埠发电公司二期,NA,"Guodian Anhui Power Co, Ltd 50%; Wenergy Group 30%; Huainan Mining Group 20%.","National Energy Investment Group (50%), Wenergy Group (30%), Huainan Mining Group (20%)",660,operating,2018,NA,NA,ultra-super,bituminous,NA,Xiaoyi Township,Huaiyuan,Bengbu,East Asia,32.78444,117.11472,exact,2015-5-12,NA,NA,NA,8272,94600,51.00%,2.4,90.1,37,coal,2058,2018,12,36,2.208,79.488,2030
G104769,L100899,P100615,https://www.gem.wiki/Huolinhe_Zhanute_power_station,China,Inner Mongolia,Huolinhe Zhanute 3,Huolinhe Zhanute power station,锦江集团内蒙古锦联铝材公司自备电厂二期,NA,Hangzhou Jinjiang Group,Hangzhou Jinjiang Group,660,operating,2015,NA,NA,supercritical,lignite,NA,Holingol County - Tongliao City,Holingol,Tongliao,East Asia,45.409847,119.5967388,exact,No Permit,aluminum,CHP,NA,8409,101000,51.00%,2.6,89.8,34,coal,2055,2015,15,33,2.3920000000000003,78.936,2030
G104770,L100899,P100615,https://www.gem.wiki/Huolinhe_Zhanute_power_station,China,Inner Mongolia,Huolinhe Zhanute 4,Huolinhe Zhanute power station,锦江集团内蒙古锦联铝材公司自备电厂二期,NA,Hangzhou Jinjiang Group,Hangzhou Jinjiang Group,660,operating,2015,NA,NA,supercritical,lignite,NA,Holingol County - Tongliao City,Holingol,Tongliao,East Asia,45.409847,119.5967388,exact,NA,aluminum,CHP,NA,8409,101000,51.00%,2.6,89.8,34,coal,2055,2015,15,33,2.3920000000000003,78.936,2030
G111218,L100520,Q200504,https://www.gem.wiki/Xishui_Erlang_power_station,China,Guizhou,Xishui Erlang Power Plant Unit 1,Xishui Erlang power station,国家电投习水二郎电厂一期,NA,Guizhou Xishui Dingtai Energy Development Co.（SPIC 55.32%; Jiangsu Energy Investment Group (江苏能源投资集团公司）30%; Chongqing Longdian Industry Development Co (重庆隆电实业发展有限公司) 10%; ; Guizhou Industry Investment Group (贵州省产业投资（集团）有限公司) 2.34%; Xishui County State owned Asset Investment & Management Co (习水县国有资产投资经营有限责任公司)2.34%）,"State Power Investment Corporation (55%), Jiangsu Energy Group (30%), Chongqing Longdian Industry Development (10%), Guizhou Industry Investment Group (2%), Xishui County Asset Management (2%)",660,operating,2015,NA,NA,subcritical,unknown,NA,Erlang,Xishui,Zunyi,East Asia,28.163822,106.352114,exact,2013-3-18,NA,NA,NA,8702,96100,51.00%,2.6,88.5,34,coal,2055,2015,15,33,2.3920000000000003,78.936,2030
G111219,L100520,Q200504,https://www.gem.wiki/Xishui_Erlang_power_station,China,Guizhou,Xishui Erlang Power Plant Unit 2,Xishui Erlang power station,国家电投习水二郎电厂一期,NA,Guizhou Xishui Dingtai Energy Development Co.（SPIC 55.32%; Jiangsu Energy Investment Group (江苏能源投资集团公司）30%; Chongqing Longdian Industry Development Co (重庆隆电实业发展有限公司) 10%; ; Guizhou Industry Investment Group (贵州省产业投资（集团）有限公司) 2.34%; Xishui County State owned Asset Investment & Management Co (习水县国有资产投资经营有限责任公司)2.34%）,"State Power Investment Corporation (55%), Jiangsu Energy Group (30%), Chongqing Longdian Industry Development (10%), Guizhou Industry Investment Group (2%), Xishui County Asset Management (2%)",660,operating,2015,NA,NA,subcritical,unknown,NA,Erlang,Xishui,Zunyi,East Asia,28.163822,106.352114,exact,2013-3-18,NA,NA,NA,8702,96100,51.00%,2.6,88.5,34,coal,2055,2015,15,33,2.3920000000000003,78.936,2030
G100286,L100257,P100257,https://www.gem.wiki/Anwen_Songzao_power_station,China,Chongqing,Anwen Songzao 3,Anwen Songzao power station,重庆能源集团松藻煤电公司安稳电厂二期,NA,Chongqing Songzao Coal Power Co.,Chongqing Energy Investment Group,660,operating,2016,NA,NA,supercritical,unknown,NA,Anwen Town,Qijiang,NA,East Asia,28.641111,106.753056,exact,2013-12-27,NA,NA,NA,8409,96100,51.00%,2.5,88,35,coal,2056,2016,14,34,2.3000000000000003,78.2,2030
G101799,L100463,Q200488,https://www.gem.wiki/CR_Liuzhi_power_station,China,Guizhou,CR Liuzhi unit 1,CR Liuzhi power station,华润电力六枝公司一期,NA,Fujian Funeng Co (福建福能股份公司) 51%; China Resources Power Holdings 49%.,"Fujian Energy Group (51%), China Resources (49%)",660,operating,2016,NA,NA,supercritical,unknown,NA,NA,Liuzhi District,Liupanshui,East Asia,26.388345,105.394992,exact,2014-6-19,NA,NA,NA,8409,96100,51.00%,2.5,88,35,coal,2056,2016,14,34,2.3000000000000003,78.2,2030
G101800,L100463,Q200488,https://www.gem.wiki/CR_Liuzhi_power_station,China,Guizhou,CR Liuzhi unit 2,CR Liuzhi power station,华润电力六枝公司一期,NA,Fujian Funeng Co (福建福能股份公司) 51%; China Resources Power Holdings 49%.,"Fujian Energy Group (51%), China Resources (49%)",660,operating,2016,NA,NA,supercritical,unknown,NA,NA,Liuzhi District,Liupanshui,East Asia,26.388345,105.394992,exact,2014-6-19,NA,NA,NA,8409,96100,51.00%,2.5,88,35,coal,2056,2016,14,34,2.3000000000000003,78.2,2030
G103284,L101624,Q200751,https://www.gem.wiki/Guodian_Dananhu_power_station,China,Xinjiang,Guodian Dananhu power station Unit 1,Guodian Dananhu power station,国电徐矿哈密煤电开发公司大南湖发电厂,NA,Guodian Xinjiang Power Co 50%; Xuzhou Mining Group 50%.,"National Energy Investment Group, Xuzhou Mining Group",660,operating,2016,NA,NA,ultra-super,unknown,NA,Nanhu Town,Hami,Hami,East Asia,42.320246,93.191405,exact,2013-10-9,NA,NA,NA,8272,96100,51.00%,2.5,86.6,35,coal,2056,2016,14,34,2.3000000000000003,78.2,2030
G103285,L101624,Q200751,https://www.gem.wiki/Guodian_Dananhu_power_station,China,Xinjiang,Guodian Dananhu power station Unit 2,Guodian Dananhu power station,国电徐矿哈密煤电开发公司大南湖发电厂,NA,Guodian Xinjiang Power Co 50%; Xuzhou Mining Group 50%.,"National Energy Investment Group, Xuzhou Mining Group",660,operating,2016,NA,NA,ultra-super,unknown,NA,Nanhu Town,Hami,Hami,East Asia,42.320246,93.191405,exact,2013-10-9,NA,NA,NA,8272,96100,51.00%,2.5,86.6,35,coal,2056,2016,14,34,2.3000000000000003,78.2,2030
