Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Sponsor,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years),resource,final_end_year,final_start_year,age_at_2030,lifetime_remain,CO2_reduction,ttl_CO2_reduction,retrofit_year
G110976,L101696,Q200306,https://www.gem.wiki/Wucaiwan_Bei'er_power_station,China,Xinjiang,Wucaiwan Bei' er Unit 1,Wucaiwan Bei'er power station,国家电投中煤能源新疆准东五彩湾北二电厂,NA,CPI Xinjiang Energy Chemistry Group Co & China Coal Energy Xinjiang Power Co.,"ChinaCoal, State Power Investment Corporation",660,operating,2020,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.8388927,89.1908616,exact,2015-1-15,NA,NA,NA,8272,96100,51.00%,2.5,96.5,39,coal,2060,2020,10,38,2.3000000000000003,87.4,2030
G110977,L101696,Q200306,https://www.gem.wiki/Wucaiwan_Bei'er_power_station,China,Xinjiang,Wucaiwan Bei' er Unit 2,Wucaiwan Bei'er power station,国家电投中煤能源新疆准东五彩湾北二电厂,NA,CPI Xinjiang Energy Chemistry Group Co & China Coal Energy Xinjiang Power Co.,"ChinaCoal, State Power Investment Corporation",660,operating,2020,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.8388927,89.1908616,exact,2015-1-15,NA,NA,NA,8272,96100,51.00%,2.5,96.5,39,coal,2060,2020,10,38,2.3000000000000003,87.4,2030
G111193,L101708,Q200762,https://www.gem.wiki/Xinyou_Qitai_power_station,China,Xinjiang,Xinyou Qitai 2,Xinyou Qitai power station,新疆信友能源投资公司奇台发电厂,NA,Xinjiang Xinyou Energy Investment Company Limited,"Shanxi Xinyou Investment Group (99%), Other (1%)",660,operating,2020,NA,NA,supercritical,unknown,NA,Xiheishan Industrial Park,Qitai,Changji,East Asia,44.5544,90.2572,exact,2015-5-19,NA,NA,NA,8409,96100,51.00%,2.5,98,39,coal,2060,2020,10,38,2.3000000000000003,87.4,2030
G111164,L101700,P101623,https://www.gem.wiki/XPCC_Hongxing_power_station,China,Xinjiang,XPCC Hongxing power station 2,XPCC Hongxing power station,新疆兵团红星发电公司大南湖电厂,瑞虹煤电,Xinjiang Hongxing Power Gen Co,Xinjiang Production and Construction Corps,660,operating,2020,NA,NA,ultra-super,unknown,NA,Erdaohu,Hami,Hami,East Asia,42.3143,93.6604,exact,2014-3-10,NA,NA,NA,8272,96100,51.00%,2.5,96.5,39,coal,2060,2020,10,38,2.3000000000000003,87.4,2030
G111639,L101759,Q200716,https://www.gem.wiki/Zhejiang_Zhenhai_power_station,China,Zhejiang,Zhejiang Zhenhai-2 power station Unit 1,Zhejiang Zhenhai power station,浙能镇海发电公司,浙能镇海发电厂异地搬迁项目,Zhejiang Zheneng Elec Pow Co,"Zhejiang Provincial Energy Group (51%), Jinneng Group (37.5%), Ningbo Development Investment Group (11.5%)",660,operating,2020,NA,NA,ultra-super,unknown,NA,Niluoshan,Zhenhai,Ningbo,East Asia,30.046415,121.655241,exact,2016-8-6,NA,NA,NA,8272,96100,51.00%,2.5,96.5,39,coal,2060,2020,10,38,2.3000000000000003,87.4,2030
G111640,L101759,Q200716,https://www.gem.wiki/Zhejiang_Zhenhai_power_station,China,Zhejiang,Zhejiang Zhenhai-2 power station Unit 2,Zhejiang Zhenhai power station,浙能镇海发电公司,浙能镇海发电厂异地搬迁项目,Zhejiang Zheneng Elec Pow Co,"Zhejiang Provincial Energy Group (51%), Jinneng Group (37.5%), Ningbo Development Investment Group (11.5%)",660,operating,2020,NA,NA,ultra-super,unknown,NA,Niluoshan,Zhenhai,Ningbo,East Asia,30.046415,121.655241,exact,2016-8-6,NA,NA,NA,8272,96100,51.00%,2.5,96.5,39,coal,2060,2020,10,38,2.3000000000000003,87.4,2030
G103885,L101468,Q200872,https://www.gem.wiki/High_River_power_station,China,Shanxi,High River power station Unit 1,High River power station,潞安山西潞光发电公司,潞安长子高河低热值煤电厂,Lu’an Mining Group,"Lu'an Group (35%), Shanxi International Energy Group (35%), Banpu (30%)",660,operating,2021,NA,NA,ultra-super,wstbituminous,NA,Gaohe,Changzi,Changzhi,East Asia,36.165148,112.96158,exact,2015-11-11,NA,NA,NA,8272,94600,51.00%,2.4,97.4,40,coal,2061,2021,9,39,2.208,86.11200000000001,2030
G110716,L101533,Q200920,https://www.gem.wiki/Wangjialing_Gangue_power_station,China,Shanxi,Wangjialing Gangue 2,Wangjialing Gangue power station,江苏国信苏晋保徳煤电公司,晋能保德王家岭低热值煤电厂,SuJin Energy Holdings Company,"Jiangsu Guoxin Investment Group (51%), Datong Coal Mining Group (15%), ChinaCoal (15%), State Power Investment Corporation (9.5%), Jinneng Group (9.5%)",660,operating,2021,NA,NA,ultra-super,wstcoal,NA,Sunjiagou Xiang,Baode,Xinzhou,East Asia,38.878087,111.120591,exact,2015-5-28,NA,NA,NA,8272,94600,51.00%,2.4,97.4,40,coal,2061,2021,9,39,2.208,86.11200000000001,2030
G100701,L100805,Q200768,https://www.gem.wiki/Beijing_Energy_Wujianfang_power_station,China,Inner Mongolia,Beijing Energy Wujianfang Power Plant unit 2,Beijing Energy Wujianfang power station,京能锡林郭勒发电公司五间房电厂,NA,Beijing Energy Investment Holding,"Beijing Energy Group (70%), China Resources (30%)",660,operating,2019,NA,NA,ultra-super,unknown,NA,Jirengaole,West Ujimqin,Xilingol,East Asia,44.572488,116.739511,exact,2015-6-16,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G102047,L100644,Q200546,https://www.gem.wiki/Datang_Gongyi_power_station,China,Henan,Datang Gongyi Power Plant Unit 1,Datang Gongyi power station,大唐巩义发电公司,NA,Datang Henan Power Generation Co 51%; Vimetco 49%.,"China Datang (51%), Vimetco (49%)",660,operating,2019,NA,NA,ultra-super,unknown,NA,Zhanjie Town Yulian,Gongyi,Zhengzhou,East Asia,34.791022,113.10459,exact,2014-8-25,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G102048,L100644,Q200546,https://www.gem.wiki/Datang_Gongyi_power_station,China,Henan,Datang Gongyi Power Plant Unit 2,Datang Gongyi power station,大唐巩义发电公司,NA,Datang Henan Power Generation Co 51%; Vimetco 49%.,"China Datang (51%), Vimetco (49%)",660,operating,2019,NA,NA,ultra-super,unknown,NA,Zhanjie Town Yulian,Gongyi,Zhengzhou,East Asia,34.791022,113.10459,exact,2014-8-25,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G102207,L100832,P100233,https://www.gem.wiki/Datang_Xilinhaote_power_station,China,Inner Mongolia,Datang Xilinhaote Power Plant Unit 1,Datang Xilinhaote power station,大唐锡林浩特发电厂一期,大唐国际胜利电厂,Zhongxin Energy & Chemical Corp,China Datang,660,operating,2019,NA,NA,ultra-super,unknown,NA,NA,Xilinhot,Xilingol,East Asia,44.0223,116.172225,exact,2015-6-16,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G102199,L100550,Q200408,https://www.gem.wiki/Datang_Yuxian_power_station,China,Hebei,Datang Yuxian power station unit 2,Datang Yuxian power station,大唐国际蔚州能源综合开发公司,大唐蔚县电厂,Datang International Power Generation Co 50%; Kailuan Group 50%.,"China Datang, Kailuan Group",660,operating,2019,NA,NA,ultra-super,unknown,NA,Songjiazhuang Town,Yu,Zhangjiakou,East Asia,39.812212,114.636465,exact,2014-06-19,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G103387,L100981,Q200600,https://www.gem.wiki/Guodian_Suqian_Power_Plant,China,Jiangsu,Guodian Suqian unit 4,Guodian Suqian power station,国电宿迁第二热电公司,国电宿迁热电公司二期,Guodian Jiangsu Power Co 51%; Jiangsu Guoxin Investment Group (江苏省国信资产管理集团有限公司) 22.00%; Jiangsu Energy Investment Co (江苏省能源投资有限公司) 20.00%;  Jiangsu Honghai Investment Co (江苏泓海投资有限公司) 7.00%.,"National Energy Investment Group (51%), Jiangsu Guoxin Investment Group (22%), Xuzhou Mining Group (20%), Jiangsu Honghai Investment (7%)",660,operating,2019,NA,NA,ultra-super,unknown,NA,Yangbei,Sucheng,Suqian,East Asia,33.8399837,118.3686601,exact,2015-10-23,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G104111,L100292,P100238,https://www.gem.wiki/Huadian_Shaowu_power_station,China,Fujian,Huadian Shaowu power station Unit 4,Huadian Shaowu power station,华电福建邵武发电公司三期,NA,Huadian Fuxin Energy Corp Ltd,China Huadian,660,operating,2019,NA,NA,ultra-super,unknown,NA,Yao Village Shuibei Town,Shaowu,Nanping,East Asia,27.3866923,117.4607848,exact,2015-02-13,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G104488,L101195,Q200668,https://www.gem.wiki/Huaneng_Daba-4_power_station,China,Ningxia,Huaneng Daba-4 power station Unit 2,Huaneng Daba-4 power station,华能宁夏能源大坝电厂四期,NA,Huaneng Ningxia Energy 51%; Zhejiang Zheneng Elec Pow Co        Zhejiang Provincial Energy Group浙江浙能电力股份有限公司 49.00%.,"China Huaneng (51%), Zhejiang Provincial Energy Group (49%)",660,operating,2019,NA,NA,ultra-super,unknown,NA,Daba,Qingtongxia,Wuzhong,East Asia,37.9916691,105.9247833,exact,2015-11-30,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G104591,L101352,P100239,https://www.gem.wiki/Huaneng_Yantai_Bajiao_power_station,China,Shandong,Huaneng Yantai Bajiao power station Unit 2,Huaneng Yantai Bajiao power station,华能烟台八角发电厂上大压小新建项目,NA,Huaneng Shandong Power Co Ltd,China Huaneng,670,operating,2019,NA,NA,ultra-super,bituminous,NA,Dajijia Town Bajiao Village,Fushan District,Yantai,East Asia,37.694515,121.127422,exact,2014-4-18,NA,NA,NA,8272,94600,51.00%,2.5,93.9,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G108186,L100499,Q200499,https://www.gem.wiki/Pu'an_power_station,China,Guizhou,Pu'an power station Unit 1,Pu'an power station,中电国际普安发电公司一期,NA,China Power International Development Ltd 76%; Yongcheng Mine Group 15%,"State Power Investment Corporation (76%), Yongcheng Mine Group (15%), Other (9%)",660,operating,2019,NA,NA,supercritical,unknown,NA,Qingshan Town (雪浦乡老地村),Pu' an,Qianxinan AP,East Asia,25.524752,104.974836,exact,2015-2,NA,NA,NA,8409,96100,51.00%,2.5,95.5,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G109020,L101275,Q200729,https://www.gem.wiki/Shangluo_power_station,China,Shaanxi,Shangluo Unit 2,Shangluo power station,陕西省投资集团商洛发电公司,NA,Shaanxi Huisen Coal Industry Co,"Shaanxi Provincial Investment Group (90%), Shaanxi Yulin Energy Group (10%)",660,operating,2019,NA,NA,ultra-super,unknown,NA,"Shahezi Town, Zhang Village",Shangzhou District,Shangluo,East Asia,33.807099,110.0629,exact,2016-5,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G110096,L101682,Q200305,https://www.gem.wiki/Tianchi_Energy_Zhundong_Wucaiwan_power_station,China,Xinjiang,Tianchi Energy Zhundong Wucaiwan power station Unit 1,Tianchi Energy Zhundong Wucaiwan power station,大唐特变电工天池能源准东五彩湾北一电厂,NA,"Xinjiang Tianchi Energy Sources 50%, Datang Xinjiang Power Gen Co 50%","China Datang, TBEA",660,operating,2019,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.8524482,89.1959171,exact,2015-1-15,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G110097,L101682,Q200305,https://www.gem.wiki/Tianchi_Energy_Zhundong_Wucaiwan_power_station,China,Xinjiang,Tianchi Energy Zhundong Wucaiwan power station Unit 2,Tianchi Energy Zhundong Wucaiwan power station,大唐特变电工天池能源准东五彩湾北一电厂,NA,"Xinjiang Tianchi Energy Sources 50%, Datang Xinjiang Power Gen Co 50%","China Datang, TBEA",660,operating,2019,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.8524482,89.1959171,exact,2015-1-15,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G112929,L101682,Q200305,https://www.gem.wiki/Tianchi_Energy_Zhundong_Wucaiwan_power_station,China,Xinjiang,Tianchi Energy Zhundong Wucaiwan power station Unit 3,Tianchi Energy Zhundong Wucaiwan power station,大唐特变电工天池能源准东五彩湾北一电厂,NA,"Xinjiang Tianchi Energy Sources 50%, Datang Xinjiang Power Gen Co 50%","China Datang, TBEA",660,operating,2019,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.8524482,89.1959171,exact,2015-1-15,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G112930,L101682,Q200305,https://www.gem.wiki/Tianchi_Energy_Zhundong_Wucaiwan_power_station,China,Xinjiang,Tianchi Energy Zhundong Wucaiwan power station Unit 4,Tianchi Energy Zhundong Wucaiwan power station,大唐特变电工天池能源准东五彩湾北一电厂,NA,"Xinjiang Tianchi Energy Sources 50%, Datang Xinjiang Power Gen Co 50%","China Datang, TBEA",660,operating,2019,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.8524482,89.1959171,exact,2015-1-15,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G112913,L101696,Q200306,https://www.gem.wiki/Wucaiwan_Bei'er_power_station,China,Xinjiang,Wucaiwan Bei' er Unit 3,Wucaiwan Bei'er power station,国家电投中煤能源新疆准东五彩湾北二电厂,NA,CPI Xinjiang Energy Chemistry Group Co & China Coal Energy Xinjiang Power Co.,"ChinaCoal, State Power Investment Corporation",660,operating,2019,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.8388927,89.1908616,exact,2015-1-15,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G112914,L101696,Q200306,https://www.gem.wiki/Wucaiwan_Bei'er_power_station,China,Xinjiang,Wucaiwan Bei' er Unit 4,Wucaiwan Bei'er power station,国家电投中煤能源新疆准东五彩湾北二电厂,NA,CPI Xinjiang Energy Chemistry Group Co & China Coal Energy Xinjiang Power Co.,"ChinaCoal, State Power Investment Corporation",660,operating,2019,NA,NA,ultra-super,unknown,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.8388927,89.1908616,exact,2015-1-15,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G111192,L101708,Q200762,https://www.gem.wiki/Xinyou_Qitai_power_station,China,Xinjiang,Xinyou Qitai 1,Xinyou Qitai power station,新疆信友能源投资公司奇台发电厂,NA,Xinjiang Xinyou Energy Investment Company Limited,"Shanxi Xinyou Investment Group (99%), Other (1%)",660,operating,2019,NA,NA,supercritical,unknown,NA,Xiheishan Industrial Park,Qitai,Changji,East Asia,44.5544,90.2572,exact,2015-5-19,NA,NA,NA,8409,96100,51.00%,2.5,95.5,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G111163,L101700,P101623,https://www.gem.wiki/XPCC_Hongxing_power_station,China,Xinjiang,XPCC Hongxing power station 1,XPCC Hongxing power station,新疆兵团红星发电公司大南湖电厂,瑞虹煤电,Xinjiang Hongxing Power Gen Co,Xinjiang Production and Construction Corps,660,operating,2019,NA,NA,ultra-super,unknown,NA,Erdaohu,Hami,Hami,East Asia,42.3143,93.6604,exact,2014-3-10,NA,NA,NA,8272,96100,51.00%,2.5,94,38,coal,2059,2019,11,37,2.3000000000000003,85.10000000000001,2030
G109124,L100635,Q200584,https://www.gem.wiki/Luneng_Baoqing_power_station,China,Heilongjiang,Shenhua Baoqing 1,Shenhua Baoqing power station,神华国能宝清煤电化公司一期,Luneng Baoqing power station,Shenhua Guoneng Energy Group 90%; Baoqing County State-owned Asset Managment Co (宝清县国有资产经营有限责任公司) 10.00%.,"National Energy Investment Group (90%), Baoqing Asset Managment (10%)",600,operating,2020,NA,NA,supercritical,lignite,NA,Chaoyang Town,Baoqing,Shuangyashan,East Asia,46.250035,132.54726,exact,2015-3-10,NA,NA,NA,8409,101000,51.00%,2.4,93.7,39,coal,2060,2020,10,38,2.208,83.90400000000001,2030
G109125,L100635,Q200584,https://www.gem.wiki/Luneng_Baoqing_power_station,China,Heilongjiang,Shenhua Baoqing 2,Shenhua Baoqing power station,神华国能宝清煤电化公司一期,Luneng Baoqing power station,Shenhua Guoneng Energy Group 90%; Baoqing County State-owned Asset Managment Co (宝清县国有资产经营有限责任公司) 10.00%.,"National Energy Investment Group (90%), Baoqing Asset Managment (10%)",600,operating,2020,NA,NA,supercritical,lignite,NA,Chaoyang Town,Baoqing,Shuangyashan,East Asia,46.250035,132.54726,exact,2015-3-10,NA,NA,NA,8409,101000,51.00%,2.4,93.7,39,coal,2060,2020,10,38,2.208,83.90400000000001,2030
G109138,L101277,Q200730,https://www.gem.wiki/Shenhua_Fugu_power_station,China,Shaanxi,Shenhua Fugu power station Unit 3,Shenhua Fugu power station,神华国能陕西德源府谷能源公司二期,府谷庙沟门电厂，国家能源集团国神府谷电厂二期,Shenhua Guoneng Energy Group 70%; Shaanxi Coal and Chemical Industry Group Fugu Energy Development Co (陕西煤业化工集团府谷能源开发有限公司),"National Energy Investment Group (70%), Shaanxi Coal and Chemical Industry Group (30%)",660,operating,2020,NA,NA,ultra-super,bituminous,NA,Miaogoumen Town,Fugu,Yulin,East Asia,39.208319,110.784956,exact,2016-3-17,NA,NA,NA,8272,94600,51.00%,2.4,94.9,39,coal,2060,2020,10,38,2.208,83.90400000000001,2030
G109139,L101277,Q200730,https://www.gem.wiki/Shenhua_Fugu_power_station,China,Shaanxi,Shenhua Fugu power station Unit 4,Shenhua Fugu power station,神华国能陕西德源府谷能源公司二期,府谷庙沟门电厂，国家能源集团国神府谷电厂二期,Shenhua Guoneng Energy Group 70%; Shaanxi Coal and Chemical Industry Group Fugu Energy Development Co (陕西煤业化工集团府谷能源开发有限公司),"National Energy Investment Group (70%), Shaanxi Coal and Chemical Industry Group (30%)",660,operating,2020,NA,NA,ultra-super,bituminous,NA,Miaogoumen Town,Fugu,Yulin,East Asia,39.208319,110.784956,exact,2016-3-17,NA,NA,NA,8272,94600,51.00%,2.4,94.9,39,coal,2060,2020,10,38,2.208,83.90400000000001,2030
G110715,L101533,Q200920,https://www.gem.wiki/Wangjialing_Gangue_power_station,China,Shanxi,Wangjialing Gangue 1,Wangjialing Gangue power station,江苏国信苏晋保徳煤电公司,晋能保德王家岭低热值煤电厂,SuJin Energy Holdings Company,"Jiangsu Guoxin Investment Group (51%), Datong Coal Mining Group (15%), ChinaCoal (15%), State Power Investment Corporation (9.5%), Jinneng Group (9.5%)",660,operating,2020,NA,NA,ultra-super,wstcoal,NA,Sunjiagou Xiang,Baode,Xinzhou,East Asia,38.878087,111.120591,exact,2015-5-28,NA,NA,NA,8272,94600,51.00%,2.4,94.9,39,coal,2060,2020,10,38,2.208,83.90400000000001,2030
G111717,L101677,P102056,https://www.gem.wiki/Shenhua_Zhundong_Wucaiwan_power_station,China,Xinjiang,Zhundong Wucaiwan-2 No 1,Shenhua Zhundong Wucaiwan power station,神华神东电力新疆准东五彩湾发电公司二期,NA,China Shenhua Energy Co,National Energy Investment Group,660,operating,2020,NA,NA,ultra-super,bituminous,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.795533,89.149825,exact,2015-1-15,NA,NA,NA,8272,94600,51.00%,2.4,94.9,39,coal,2060,2020,10,38,2.208,83.90400000000001,2030
G111718,L101677,P102056,https://www.gem.wiki/Shenhua_Zhundong_Wucaiwan_power_station,China,Xinjiang,Zhundong Wucaiwan-2 No 2,Shenhua Zhundong Wucaiwan power station,神华神东电力新疆准东五彩湾发电公司二期,NA,China Shenhua Energy Co,National Energy Investment Group,660,operating,2020,NA,NA,ultra-super,bituminous,NA,Wucaiwan Town,Jimsar,Changji,East Asia,44.795533,89.149825,exact,2015-1-15,NA,NA,NA,8272,94600,51.00%,2.4,94.9,39,coal,2060,2020,10,38,2.208,83.90400000000001,2030
G104771,L100899,P100615,https://www.gem.wiki/Huolinhe_Zhanute_power_station,China,Inner Mongolia,Huolinhe Zhanute 5,Huolinhe Zhanute power station,锦江集团内蒙古锦联铝材公司自备电厂二期,NA,Hangzhou Jinjiang Group,Hangzhou Jinjiang Group,660,operating,2017,NA,NA,supercritical,lignite,NA,Holingol County - Tongliao City,Holingol,Tongliao,East Asia,45.409847,119.5967388,exact,NA,aluminum,CHP,NA,8409,101000,51.00%,2.6,95.1,36,coal,2057,2017,13,35,2.3920000000000003,83.72000000000001,2030
G100700,L100805,Q200768,https://www.gem.wiki/Beijing_Energy_Wujianfang_power_station,China,Inner Mongolia,Beijing Energy Wujianfang Power Plant unit 1,Beijing Energy Wujianfang power station,京能锡林郭勒发电公司五间房电厂,NA,Beijing Energy Investment Holding,"Beijing Energy Group (70%), China Resources (30%)",660,operating,2018,NA,NA,ultra-super,unknown,NA,Jirengaole,West Ujimqin,Xilingol,East Asia,44.572488,116.739511,exact,2015-6-16,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G102198,L100550,Q200408,https://www.gem.wiki/Datang_Yuxian_power_station,China,Hebei,Datang Yuxian power station unit 1,Datang Yuxian power station,大唐国际蔚州能源综合开发公司,大唐蔚县电厂,Datang International Power Generation Co 50%; Kailuan Group 50%.,"China Datang, Kailuan Group",660,operating,2018,NA,NA,ultra-super,unknown,NA,Songjiazhuang Town,Yu,Zhangjiakou,East Asia,39.812212,114.636465,exact,2014-06-19,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G103386,L100981,Q200600,https://www.gem.wiki/Guodian_Suqian_Power_Plant,China,Jiangsu,Guodian Suqian unit 3,Guodian Suqian power station,国电宿迁第二热电公司,国电宿迁热电公司二期,Guodian Jiangsu Power Co 51%; Jiangsu Guoxin Investment Group (江苏省国信资产管理集团有限公司) 22.00%; Jiangsu Energy Investment Co (江苏省能源投资有限公司) 20.00%;  Jiangsu Honghai Investment Co (江苏泓海投资有限公司) 7.00%.,"National Energy Investment Group (51%), Jiangsu Guoxin Investment Group (22%), Xuzhou Mining Group (20%), Jiangsu Honghai Investment (7%)",660,operating,2018,NA,NA,ultra-super,unknown,NA,Yangbei,Sucheng,Suqian,East Asia,33.8399837,118.3686601,exact,2015-10-23,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G103714,L100213,Q200439,https://www.gem.wiki/Hefei_Lujiang_power_station,China,Anhui,Hefei Lujiang power station Unit 1,Hefei Lujiang power station,神华神皖合肥庐江发电公司,NA,"Shenwan Energy Co, Ltd","National Energy Investment Group (51%), Wenergy Group (49%)",660,operating,2018,NA,NA,ultra-super,unknown,NA,Longqiao Town Meilin,Lujiang,Hefei,East Asia,31.149388,117.454585,exact,2015-12-17,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G103715,L100213,Q200439,https://www.gem.wiki/Hefei_Lujiang_power_station,China,Anhui,Hefei Lujiang power station Unit 2,Hefei Lujiang power station,神华神皖合肥庐江发电公司,NA,"Shenwan Energy Co, Ltd","National Energy Investment Group (51%), Wenergy Group (49%)",660,operating,2018,NA,NA,ultra-super,unknown,NA,Longqiao Town Meilin,Lujiang,Hefei,East Asia,31.149388,117.454585,exact,2015-12-17,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G104060,L100738,P100238,https://www.gem.wiki/Huadian_Jiangling_power_station,China,Hubei,Huadian Jiangling 2,Huadian Jiangling power station,华电江陵发电厂一期,NA,Huadian Hubei Power Generation Co,China Huadian,660,operating,2018,NA,NA,ultra-super,unknown,NA,Majiazhai Town,Jiangling,Jingzhou,East Asia,30.091187,112.310588,exact,2015-6-16,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G104110,L100292,P100238,https://www.gem.wiki/Huadian_Shaowu_power_station,China,Fujian,Huadian Shaowu power station Unit 3,Huadian Shaowu power station,华电福建邵武发电公司三期,NA,Huadian Fuxin Energy Corp Ltd,China Huadian,660,operating,2018,NA,NA,ultra-super,unknown,NA,Yao Village Shuibei Town,Shaowu,Nanping,East Asia,27.3866923,117.4607848,exact,2015-02-13,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G104487,L101195,Q200668,https://www.gem.wiki/Huaneng_Daba-4_power_station,China,Ningxia,Huaneng Daba-4 power station Unit 1,Huaneng Daba-4 power station,华能宁夏能源大坝电厂四期,NA,Huaneng Ningxia Energy 51%; Zhejiang Zheneng Elec Pow Co        Zhejiang Provincial Energy Group浙江浙能电力股份有限公司 49.00%.,"China Huaneng (51%), Zhejiang Provincial Energy Group (49%)",660,operating,2018,NA,NA,ultra-super,unknown,NA,Daba,Qingtongxia,Wuzhong,East Asia,37.9916691,105.9247833,exact,2015-11-30,NA,NA,NA,8272,96100,51.00%,2.5,91.5,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G104590,L101352,P100239,https://www.gem.wiki/Huaneng_Yantai_Bajiao_power_station,China,Shandong,Huaneng Yantai Bajiao power station Unit 1,Huaneng Yantai Bajiao power station,华能烟台八角发电厂上大压小新建项目,NA,Huaneng Shandong Power Co Ltd,China Huaneng,670,operating,2018,NA,NA,ultra-super,bituminous,NA,Dajijia Town Bajiao Village,Fushan District,Yantai,East Asia,37.694515,121.127422,exact,2014-4-18,NA,NA,NA,8272,94600,51.00%,2.5,91.4,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
G108187,L100499,Q200499,https://www.gem.wiki/Pu'an_power_station,China,Guizhou,Pu'an power station Unit 2,Pu'an power station,中电国际普安发电公司一期,NA,China Power International Development Ltd 76%; Yongcheng Mine Group 15%,"State Power Investment Corporation (76%), Yongcheng Mine Group (15%), Other (9%)",660,operating,2018,NA,NA,supercritical,unknown,NA,Qingshan Town (雪浦乡老地村),Pu' an,Qianxinan AP,East Asia,25.524752,104.974836,exact,2015-2,NA,NA,NA,8409,96100,51.00%,2.5,93,37,coal,2058,2018,12,36,2.3000000000000003,82.80000000000001,2030
