Tracker ID,TrackerLOC,ParentID,Wiki page,Country,"Subnational unit (province, state)",Unit,Plant,Chinese Name,Other names,Sponsor,Parent,Capacity (MW),Status,Year,RETIRED,Planned Retire,Combustion technology,Coal type,Coal source,Location,"Local area (taluk, county)","Major area (prefecture, district)",Region,Latitude,Longitude,Accuracy,Permits,Captive,Captive industry use,Captive residential use,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Capacity factor,Annual CO2 (million tonnes / annum),Lifetime CO2,Remaining plant lifetime (years),resource,final_end_year,final_start_year
G112082,L100880,P100239,https://www.gem.wiki/Huaneng_East_Hailar_power_station,China,Inner Mongolia,Huaneng East Hailar power station Unit 3,Huaneng East Hailar power station,华能呼伦贝尔能源开发安泰热电公司东海拉尔发电厂,NA,Huaneng Hulunbeier Energy Development Co Ltd,China Huaneng,50,operating,1983,NA,NA,unknown,unknown,NA,Jianshe Town,Hailar,Hulunbuir,East Asia,49.263058,119.83135299999999,exact,NA,NA,NA,NA,12477,96100,51.00%,0.3,0.6,2,coal,2023,1983
G112083,L100880,P100239,https://www.gem.wiki/Huaneng_East_Hailar_power_station,China,Inner Mongolia,Huaneng East Hailar power station Unit 4,Huaneng East Hailar power station,华能呼伦贝尔能源开发安泰热电公司东海拉尔发电厂,NA,Huaneng Hulunbeier Energy Development Co Ltd,China Huaneng,50,operating,1983,NA,NA,unknown,unknown,NA,Janshe Town,Hailar,Hulunbuir,East Asia,49.263058,119.83135299999999,exact,NA,NA,NA,NA,12477,96100,51.00%,0.3,0.6,2,coal,2023,1983
G113254,L100880,P100239,https://www.gem.wiki/Huaneng_East_Hailar_power_station,China,Inner Mongolia,Huaneng East Hailar power station Unit 5,Huaneng East Hailar power station,华能呼伦贝尔能源开发安泰热电公司东海拉尔发电厂,NA,Huaneng Hulunbeier Energy Development Co Ltd,China Huaneng,50,operating,2005,NA,NA,unknown,unknown,NA,Janshe Town,Hailar,Hulunbuir,East Asia,49.263058,119.83135299999999,exact,NA,NA,NA,NA,11187,96100,51.00%,0.3,6.1,24,coal,2045,2005
G104332,L100881,Q200782,https://www.gem.wiki/Huaneng_Fengzhen_power_station,China,Inner Mongolia,Huaneng Fengzhen power station Unit 1,Huaneng Fengzhen power station,华能北方联合电力丰镇发电厂,NA,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd 51%; Inner Mongolia Energy Engineering Co 49%.,"China Huaneng (51%), Inner Mongolia Energy Engineering (49%)",200,retired,1989,2012,NA,subcritical,bituminous,NA,Xinying,Fengzhen,Ulanqab,East Asia,40.4051912,113.145155,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,0,0,coal,2012,1989
G104333,L100881,Q200782,https://www.gem.wiki/Huaneng_Fengzhen_power_station,China,Inner Mongolia,Huaneng Fengzhen power station Unit 2,Huaneng Fengzhen power station,华能北方联合电力丰镇发电厂,NA,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd 51%; Inner Mongolia Energy Engineering Co 49%.,"China Huaneng (51%), Inner Mongolia Energy Engineering (49%)",200,retired,1990,2012,NA,subcritical,bituminous,NA,Xinying,Fengzhen,Ulanqab,East Asia,40.4051912,113.145155,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,0,0,coal,2012,1990
G104334,L100881,Q200782,https://www.gem.wiki/Huaneng_Fengzhen_power_station,China,Inner Mongolia,Huaneng Fengzhen power station Unit 3,Huaneng Fengzhen power station,华能北方联合电力丰镇发电厂,NA,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd 51%; Inner Mongolia Energy Engineering Co 49%.,"China Huaneng (51%), Inner Mongolia Energy Engineering (49%)",200,operating,1992,NA,NA,subcritical,bituminous,NA,Xinying,Fengzhen,Ulanqab,East Asia,40.4051912,113.145155,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,12,11,coal,2032,1992
G104335,L100881,Q200782,https://www.gem.wiki/Huaneng_Fengzhen_power_station,China,Inner Mongolia,Huaneng Fengzhen power station Unit 4,Huaneng Fengzhen power station,华能北方联合电力丰镇发电厂,NA,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd 51%; Inner Mongolia Energy Engineering Co 49%.,"China Huaneng (51%), Inner Mongolia Energy Engineering (49%)",200,operating,1993,NA,NA,subcritical,bituminous,NA,Xinying,Fengzhen,Ulanqab,East Asia,40.4051912,113.145155,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,13,12,coal,2033,1993
G104336,L100881,Q200782,https://www.gem.wiki/Huaneng_Fengzhen_power_station,China,Inner Mongolia,Huaneng Fengzhen power station Unit 5,Huaneng Fengzhen power station,华能北方联合电力丰镇发电厂,NA,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd 51%; Inner Mongolia Energy Engineering Co 49%.,"China Huaneng (51%), Inner Mongolia Energy Engineering (49%)",200,operating,1995,NA,NA,subcritical,bituminous,NA,Xinying,Fengzhen,Ulanqab,East Asia,40.4051912,113.145155,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,15.2,14,coal,2035,1995
G104337,L100881,Q200782,https://www.gem.wiki/Huaneng_Fengzhen_power_station,China,Inner Mongolia,Huaneng Fengzhen power station Unit 6,Huaneng Fengzhen power station,华能北方联合电力丰镇发电厂,NA,Inner Mongolia MengDian HuaNeng Thermal Power Corp Ltd 51%; Inner Mongolia Energy Engineering Co 49%.,"China Huaneng (51%), Inner Mongolia Energy Engineering (49%)",200,operating,1995,NA,NA,subcritical,bituminous,NA,Xinying,Fengzhen,Ulanqab,East Asia,40.4051912,113.145155,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,15.2,14,coal,2035,1995
G104344,L100293,P100239,https://www.gem.wiki/Huaneng_Fuzhou_power_station,China,Fujian,Huaneng Fuzhou-1 power station Unit 1,Huaneng Fuzhou power station,华能国际福州电厂一期,NA,Huaneng Power International Fujian Branch,China Huaneng,350,operating,1988,NA,NA,subcritical,bituminous,NA,Choudong,Changle,Fuzhou,East Asia,25.99083,119.4816,exact,NA,NA,NA,NA,11748,94600,51.00%,1.8,12.8,7,coal,2028,1988
G104345,L100293,P100239,https://www.gem.wiki/Huaneng_Fuzhou_power_station,China,Fujian,Huaneng Fuzhou-1 power station Unit 2,Huaneng Fuzhou power station,华能国际福州电厂一期,NA,Huaneng Power International Fujian Branch,China Huaneng,350,operating,1988,NA,NA,subcritical,bituminous,NA,Choudong,Changle,Fuzhou,East Asia,25.99083,119.4816,exact,NA,NA,NA,NA,11748,94600,51.00%,1.8,12.8,7,coal,2028,1988
G104346,L100293,P100239,https://www.gem.wiki/Huaneng_Fuzhou_power_station,China,Fujian,Huaneng Fuzhou-2 power station Unit 1,Huaneng Fuzhou power station,华能国际福州电厂二期,NA,Huaneng Power International Fujian Branch,China Huaneng,350,operating,1999,NA,NA,subcritical,bituminous,NA,Choudong,Changle,Fuzhou,East Asia,25.99083,119.4816,exact,NA,NA,NA,NA,11313,94600,51.00%,1.8,31.8,18,coal,2039,1999
G104347,L100293,P100239,https://www.gem.wiki/Huaneng_Fuzhou_power_station,China,Fujian,Huaneng Fuzhou-2 power station Unit 2,Huaneng Fuzhou power station,华能国际福州电厂二期,NA,Huaneng Power International Fujian Branch,China Huaneng,350,operating,1999,NA,NA,subcritical,bituminous,NA,Choudong,Changle,Fuzhou,East Asia,25.99083,119.4816,exact,NA,NA,NA,NA,11313,94600,51.00%,1.8,31.8,18,coal,2039,1999
G104348,L100293,P100239,https://www.gem.wiki/Huaneng_Fuzhou_power_station,China,Fujian,Huaneng Fuzhou-3 power station Unit 1,Huaneng Fuzhou power station,华能国际福州电厂三期,NA,Huaneng Power International Fujian Branch,China Huaneng,660,operating,2010,NA,NA,ultra-super,bituminous,NA,Choudong,Changle,Fuzhou,East Asia,25.99083,119.4816,exact,2009－12,NA,NA,NA,9099,94600,51.00%,2.7,77.7,29,coal,2050,2010
G104349,L100293,P100239,https://www.gem.wiki/Huaneng_Fuzhou_power_station,China,Fujian,Huaneng Fuzhou-3 power station Unit 2,Huaneng Fuzhou power station,华能国际福州电厂三期,NA,Huaneng Power International Fujian Branch,China Huaneng,660,operating,2010,NA,NA,ultra-super,bituminous,NA,Choudong,Changle,Fuzhou,East Asia,25.99083,119.4816,exact,2009－12,NA,NA,NA,9099,94600,51.00%,2.7,77.7,29,coal,2050,2010
G104352,L100294,P100239,https://www.gem.wiki/Huaneng_Gulei_power_station,China,Fujian,Huaneng Gulei power station unit 3,Huaneng Gulei power station,华能古雷热电一期,NA,Huaneng Power International Fujian Branch,China Huaneng,50,permitted,2022,NA,NA,subcritical,unknown,NA,Gulei Town,Zhangpu,Zhangzhou,East Asia,23.8319,117.607809,exact,2017[230号],NA,NA,NA,10442,96100,51.00%,0.2,9.5,40,coal,2062,2022
G104353,L100294,P100239,https://www.gem.wiki/Huaneng_Gulei_power_station,China,Fujian,Huaneng Gulei power station unit 4,Huaneng Gulei power station,华能古雷热电一期,NA,Huaneng Power International Fujian Branch,China Huaneng,50,permitted,2022,NA,NA,subcritical,unknown,NA,Gulei Town,Zhangpu,Zhangzhou,East Asia,23.8319,117.607809,exact,2017[230号],NA,NA,NA,10442,96100,51.00%,0.2,9.5,40,coal,2062,2022
G104356,L100530,P100239,https://www.gem.wiki/Huaneng_Haikou_power_station,China,Hainan,Huaneng Haikou power station Unit 1,Huaneng Haikou power station,华能海口发电厂一期,Haikou City power station,Huaneng Power International Hainan Branch,China Huaneng,50,retired,1989,2008,NA,subcritical,bituminous,NA,"Laocheng Town, Macun",Chengmai,Haikou,East Asia,19.9600112,110.0319297,exact,NA,NA,NA,NA,11313,94600,51.00%,0.3,0,0,coal,2008,1989
G104357,L100530,P100239,https://www.gem.wiki/Huaneng_Haikou_power_station,China,Hainan,Huaneng Haikou power station Unit 2,Huaneng Haikou power station,华能海口发电厂一期,Haikou City power station,Huaneng Power International Hainan Branch,China Huaneng,50,retired,1989,2008,NA,subcritical,bituminous,NA,"Laocheng Town, Macun",Chengmai,Haikou,East Asia,19.9600112,110.0319297,exact,NA,NA,NA,NA,11313,94600,51.00%,0.3,0,0,coal,2008,1989
G104358,L100530,P100239,https://www.gem.wiki/Huaneng_Haikou_power_station,China,Hainan,Huaneng Haikou power station Unit 4,Huaneng Haikou power station,华能海口发电厂二期,Haikou Macun Power Station,Huaneng Power International Hainan Branch,China Huaneng,138,retired,1999,2020,NA,subcritical,bituminous,NA,"Laocheng Town, Macun",Chengmai,Haikou,East Asia,19.9600112,110.0319297,exact,NA,NA,NA,NA,12183,94600,51.00%,0.7,0,0,coal,2020,1999
G104359,L100530,P100239,https://www.gem.wiki/Huaneng_Haikou_power_station,China,Hainan,Huaneng Haikou power station Unit 5,Huaneng Haikou power station,华能海口发电厂二期,Haikou Macun Power Station,Huaneng Power International Hainan Branch,China Huaneng,138,retired,2000,2020,NA,subcritical,bituminous,NA,"Laocheng Town, Macun",Chengmai,Haikou,East Asia,19.9600112,110.0319297,exact,NA,NA,NA,NA,12183,94600,51.00%,0.7,0,0,coal,2020,2000
G104361,L100530,P100239,https://www.gem.wiki/Huaneng_Haikou_power_station,China,Hainan,Huaneng Haikou power station Unit 6,Huaneng Haikou power station,华能海口发电厂三期,Haikou City power station,Huaneng Power International Hainan Branch,China Huaneng,138,retired,1990,2010,NA,subcritical,bituminous,NA,"Laocheng Town, Macun",Chengmai,Haikou,East Asia,19.9600112,110.0319297,exact,NA,NA,NA,NA,12183,94600,51.00%,0.7,0,0,coal,2010,1990
G104362,L100530,P100239,https://www.gem.wiki/Huaneng_Haikou_power_station,China,Hainan,Huaneng Haikou power station Unit 7,Huaneng Haikou power station,华能海口发电厂三期,Haikou City power station,Huaneng Power International Hainan Branch,China Huaneng,138,retired,1990,2013,NA,subcritical,bituminous,NA,"Laocheng Town, Macun",Chengmai,Haikou,East Asia,19.9600112,110.0319297,exact,NA,NA,NA,NA,12183,94600,51.00%,0.7,0,0,coal,2013,1990
G104363,L100530,P100239,https://www.gem.wiki/Huaneng_Haikou_power_station,China,Hainan,Huaneng Haikou power station Unit 8,Huaneng Haikou power station,华能海口发电厂四期,Haikou City power station,Huaneng Power International Hainan Branch,China Huaneng,330,operating,2006,NA,NA,subcritical,bituminous,NA,"Laocheng Town, Macun",Chengmai,Haikou,East Asia,19.9600112,110.0319297,exact,NA,NA,NA,NA,10442,94600,51.00%,1.5,38.4,25,coal,2046,2006
G104364,L100530,P100239,https://www.gem.wiki/Huaneng_Haikou_power_station,China,Hainan,Huaneng Haikou power station Unit 9,Huaneng Haikou power station,华能海口发电厂四期,Haikou City power station,Huaneng Power International Hainan Branch,China Huaneng,330,operating,2007,NA,NA,subcritical,bituminous,NA,"Laocheng Town, Macun",Chengmai,Haikou,East Asia,19.9600112,110.0319297,exact,NA,NA,NA,NA,10442,94600,51.00%,1.5,40,26,coal,2047,2007
G104365,L100381,P100239,https://www.gem.wiki/Huaneng_Haimen_power_station,China,Guangdong,Huaneng Haimen 1,Huaneng Haimen power station,华能汕头海门电厂上大压小一期,NA,Huaneng Power International Guangdong Branch,China Huaneng,1036,operating,2009,NA,NA,ultra-super,bituminous,NA,Haimen,Chaoyang,Shantou,East Asia,23.1899,116.6548,exact,2006-9-1,NA,NA,NA,9099,94600,51.00%,4.2,117.7,28,coal,2049,2009
G104366,L100381,P100239,https://www.gem.wiki/Huaneng_Haimen_power_station,China,Guangdong,Huaneng Haimen 2,Huaneng Haimen power station,华能汕头海门电厂上大压小一期,NA,Huaneng Power International Guangdong Branch,China Huaneng,1036,operating,2010,NA,NA,ultra-super,bituminous,NA,Haimen,Chaoyang,Shantou,East Asia,23.1899,116.6548,exact,2006-9-1,NA,NA,NA,9099,94600,51.00%,4.2,121.9,29,coal,2050,2010
G104367,L100381,P100239,https://www.gem.wiki/Huaneng_Haimen_power_station,China,Guangdong,Huaneng Haimen 3,Huaneng Haimen power station,华能汕头海门电厂上大压小一期,NA,Huaneng Power International Guangdong Branch,China Huaneng,1036,operating,2013,NA,NA,ultra-super,bituminous,NA,Haimen,Chaoyang,Shantou,East Asia,23.1899,116.6548,exact,2013-3-18,NA,NA,NA,8272,94600,51.00%,3.8,122.3,32,coal,2053,2013
G104368,L100381,P100239,https://www.gem.wiki/Huaneng_Haimen_power_station,China,Guangdong,Huaneng Haimen 4,Huaneng Haimen power station,华能汕头海门电厂上大压小一期,NA,Huaneng Power International Guangdong Branch,China Huaneng,1036,operating,2013,NA,NA,ultra-super,bituminous,NA,Haimen,Chaoyang,Shantou,East Asia,23.1899,116.6548,exact,2013-3-18,NA,NA,NA,8272,94600,51.00%,3.8,122.3,32,coal,2053,2013
G104369,L100531,P100239,https://www.gem.wiki/Huaneng_Hainan_East_power_station,China,Hainan,Huaneng Hainan East power station Unit 1,Huaneng Hainan East power station,华能海南东方发电厂,NA,Huaneng Power International Hainan Branch,China Huaneng,350,operating,2009,NA,NA,supercritical,unknown,NA,Basuo Town,Dongfang,NA,East Asia,19.04996,108.63618,exact,2008-9,NA,NA,NA,10091,96100,51.00%,1.6,44.8,28,coal,2049,2009
G104370,L100531,P100239,https://www.gem.wiki/Huaneng_Hainan_East_power_station,China,Hainan,Huaneng Hainan East power station Unit 2,Huaneng Hainan East power station,华能海南东方发电厂,NA,Huaneng Power International Hainan Branch,China Huaneng,350,operating,2009,NA,NA,supercritical,unknown,NA,Basuo Town,Dongfang,NA,East Asia,19.04996,108.63618,exact,2008-9,NA,NA,NA,10091,96100,51.00%,1.6,44.8,28,coal,2049,2009
G104371,L100531,P100239,https://www.gem.wiki/Huaneng_Hainan_East_power_station,China,Hainan,Huaneng Hainan East power station Unit 3,Huaneng Hainan East power station,华能海南东方发电厂,NA,Huaneng Power International Hainan Branch,China Huaneng,350,operating,2012,NA,NA,supercritical,unknown,NA,Basuo Town,Dongfang,NA,East Asia,19.04996,108.63618,exact,2010-12-13,NA,NA,NA,9250,96100,51.00%,1.5,45.5,31,coal,2052,2012
G104372,L100531,P100239,https://www.gem.wiki/Huaneng_Hainan_East_power_station,China,Hainan,Huaneng Hainan East power station Unit 4,Huaneng Hainan East power station,华能海南东方发电厂,NA,Huaneng Power International Hainan Branch,China Huaneng,350,operating,2012,NA,NA,supercritical,unknown,NA,Basuo Town,Dongfang,NA,East Asia,19.04996,108.63618,exact,2010-12-13,NA,NA,NA,9250,96100,51.00%,1.5,45.5,31,coal,2052,2012
G104377,L100622,Q200581,https://www.gem.wiki/Huaneng_Hegang_power_station,China,Heilongjiang,Huaneng Hegang power station Unit 1,Huaneng Hegang power station,华能鹤岗发电公司一期,Hegang power station,Huaneng Heilongjiang Power Genergation Co (Huaneng Power International owns 100%) 64%; Heilongjiang Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 18%; Shenhua Guohua Energy Co (国华能源有限公司)18.00%.,"China Huaneng (64%), Heilongjiang SASAC (18%), National Energy Investment Group (18%)",300,operating,1997,NA,NA,subcritical,bituminous,NA,Xinhua,Dongshan,Hegang,East Asia,47.0963053,130.2989674,exact,NA,NA,NA,NA,11313,94600,51.00%,1.5,24.2,16,coal,2037,1997
G104378,L100622,Q200581,https://www.gem.wiki/Huaneng_Hegang_power_station,China,Heilongjiang,Huaneng Hegang power station Unit 2,Huaneng Hegang power station,华能鹤岗发电公司一期,Hegang power station,Huaneng Heilongjiang Power Genergation Co (Huaneng Power International owns 100%) 64%; Heilongjiang Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 18%; Shenhua Guohua Energy Co (国华能源有限公司)18.00%.,"China Huaneng (64%), Heilongjiang SASAC (18%), National Energy Investment Group (18%)",300,operating,1999,NA,NA,subcritical,bituminous,NA,Xinhua,Dongshan,Hegang,East Asia,47.0963053,130.2989674,exact,NA,NA,NA,NA,11313,94600,51.00%,1.5,27.2,18,coal,2039,1999
G104379,L100622,Q200581,https://www.gem.wiki/Huaneng_Hegang_power_station,China,Heilongjiang,Huaneng Hegang power station Unit 3,Huaneng Hegang power station,华能鹤岗发电公司二期,Hegang power station,Huaneng Heilongjiang Power Genergation Co (Huaneng Power International owns 100%) 64%; Heilongjiang Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 18%; Shenhua Guohua Energy Co (国华能源有限公司)18.00%.,"China Huaneng (64%), Heilongjiang SASAC (18%), National Energy Investment Group (18%)",600,operating,2007,NA,NA,supercritical,bituminous,NA,Xinhua,Dongshan,Hegang,East Asia,47.0963053,130.2989674,exact,2004】1869号,NA,NA,NA,9250,94600,51.00%,2.5,64.3,26,coal,2047,2007
G104382,L100882,Q200392,https://www.gem.wiki/Huaneng_Helin_power_station,China,Inner Mongolia,Huaneng Helin 1,Huaneng Helin power station,华能北方联合电力和林发电厂,NA,North United Power Co Ltd,"China Huaneng (51%), Inner Mongolia Asset Management Bureau (49%)",600,operating,2019,NA,NA,supercritical,bituminous,NA,Xindianzi Town,Horinger,Hohhot,East Asia,40.27631,112.162201,exact,2014-4-2,NA,NA,NA,8409,94600,51.00%,2.2,85.5,38,coal,2059,2019
G104383,L100882,Q200392,https://www.gem.wiki/Huaneng_Helin_power_station,China,Inner Mongolia,Huaneng Helin 2,Huaneng Helin power station,华能北方联合电力和林发电厂,NA,North United Power Co Ltd,"China Huaneng (51%), Inner Mongolia Asset Management Bureau (49%)",600,operating,2019,NA,NA,supercritical,bituminous,NA,Xindianzi Town,Horinger,Hohhot,East Asia,40.27631,112.162201,exact,2014-4-2,NA,NA,NA,8409,94600,51.00%,2.2,85.5,38,coal,2059,2019
G104384,L100883,P100239,https://www.gem.wiki/Huaneng_Hohhot_power_station,China,Inner Mongolia,Huaneng Hohhot-2 power station Unit 1,Huaneng Hohhot power station,华能北方联合电力丰泰热电公司,"Hohhot-2, Hohhot Fengtai power station，呼和浩特热电厂",North United Power Co Ltd,China Huaneng,200,operating,2000,NA,NA,subcritical,bituminous,NA,NA,Huimin,Hohhot,East Asia,40.793566,111.5976595,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,20.6,19,coal,2040,2000
G104385,L100883,P100239,https://www.gem.wiki/Huaneng_Hohhot_power_station,China,Inner Mongolia,Huaneng Hohhot-2 power station Unit 2,Huaneng Hohhot power station,华能北方联合电力丰泰热电公司,"Hohhot-2, Hohhot Fengtai power station，呼和浩特热电厂",North United Power Co Ltd,China Huaneng,200,operating,2000,NA,NA,subcritical,bituminous,NA,NA,Huimin,Hohhot,East Asia,40.793566,111.5976595,exact,NA,NA,NA,NA,12183,94600,51.00%,1.1,20.6,19,coal,2040,2000
G104386,L100883,P100239,https://www.gem.wiki/Huaneng_Hohhot_power_station,China,Inner Mongolia,Huaneng Hohhot-2 power station Unit 3,Huaneng Hohhot power station,华能北方联合电力科林热电公司,"Hohhot-2, Hohhot Fengtai power station，华能北方联合电力呼和浩特热电厂（科林二期），丰泰热电",North United Power Co Ltd,China Huaneng,350,operating,2010,NA,NA,supercritical,bituminous,NA,NA,Huimin,Hohhot,East Asia,40.793566,111.5976595,exact,2009-8-31,NA,NA,NA,10091,94600,51.00%,1.6,45.7,29,coal,2050,2010
G104387,L100883,P100239,https://www.gem.wiki/Huaneng_Hohhot_power_station,China,Inner Mongolia,Huaneng Hohhot-2 power station Unit 4,Huaneng Hohhot power station,华能北方联合电力科林热电公司,"Hohhot-2, Hohhot Fengtai power station，华能北方联合电力呼和浩特热电厂（科林二期），丰泰热电",North United Power Co Ltd,China Huaneng,350,operating,2010,NA,NA,supercritical,bituminous,NA,NA,Huimin,Hohhot,East Asia,40.793566,111.5976595,exact,2009-8-31,NA,NA,NA,10091,94600,51.00%,1.6,45.7,29,coal,2050,2010
G104389,L100992,P100239,https://www.gem.wiki/Huaneng_Huaiyin_power_station,China,Jiangsu,Huaneng Huaiyin power station Unit 1,Huaneng Huaiyin power station,华能淮阴电厂,NA,Huaneng Power International Jiangsu Branch,China Huaneng,220,retired,1993,2009,NA,subcritical,bituminous,NA,Yuehe Village,Huaiyin,Huai'an,East Asia,33.5962159,118.9628061,exact,NA,NA,NA,NA,11313,94600,51.00%,1.1,0,0,coal,2009,1993
G104390,L100992,P100239,https://www.gem.wiki/Huaneng_Huaiyin_power_station,China,Jiangsu,Huaneng Huaiyin power station Unit 2,Huaneng Huaiyin power station,华能淮阴电厂,NA,Huaneng Power International Jiangsu Branch,China Huaneng,220,retired,1993,2011,NA,subcritical,bituminous,NA,Yuehe Village,Huaiyin,Huai'an,East Asia,33.5962159,118.9628061,exact,NA,NA,NA,NA,11313,94600,51.00%,1.1,0,0,coal,2011,1993
G104391,L100992,Q200601,https://www.gem.wiki/Huaneng_Huaiyin_power_station,China,Jiangsu,Huaneng Huaiyin power station Unit 3,Huaneng Huaiyin power station,华能淮阴第二发电公司,华能淮阴电厂二期,Huaneng Power International 63.64%; Jiangsu Guoxin Investment Group 26.36%; Jiangsu Electric Power Development Co.(江苏电力发展股份有限公司)10.00%.,"China Huaneng (64%), Jiangsu Guoxin Investment Group (26%), Jiangsu Electric Power Development Co.(10%)",330,operating,2005,NA,NA,subcritical,bituminous,NA,Yuehe Village,Huaiyin,Huai'an,East Asia,33.5962159,118.9628061,exact,NA,NA,NA,NA,10442,94600,51.00%,1.5,36.9,24,coal,2045,2005
G104392,L100992,Q200601,https://www.gem.wiki/Huaneng_Huaiyin_power_station,China,Jiangsu,Huaneng Huaiyin power station Unit 4,Huaneng Huaiyin power station,华能淮阴第二发电公司,华能淮阴电厂二期,Huaneng Power International 63.64%; Jiangsu Guoxin Investment Group 26.36%; Jiangsu Power Development Co.(江苏电力发展股份有限公司)10.00%.,"China Huaneng (64%), Jiangsu Guoxin Investment Group (26%), Jiangsu Electric Power Development Co.(10%)",330,operating,2005,NA,NA,subcritical,bituminous,NA,Yuehe Village,Huaiyin,Huai'an,East Asia,33.5962159,118.9628061,exact,NA,NA,NA,NA,10442,94600,51.00%,1.5,36.9,24,coal,2045,2005
G104393,L100992,Q200601,https://www.gem.wiki/Huaneng_Huaiyin_power_station,China,Jiangsu,Huaneng Huaiyin power station Unit 5,Huaneng Huaiyin power station,华能淮阴第二发电公司,华能淮阴电厂三期,Huaneng Power International 63.64%; Jiangsu Guoxin Investment Group 26.36%; Jiangsu Electric Power Development Co.(江苏电力发展股份有限公司)10.00%.,"China Huaneng (64%), Jiangsu Guoxin Investment Group (26%), Jiangsu Electric Power Development Co.(10%)",330,operating,2006,NA,NA,subcritical,bituminous,NA,Yuehe Village,Huaiyin,Huai'an,East Asia,33.5962159,118.9628061,exact,NA,NA,NA,NA,10442,94600,51.00%,1.5,38.4,25,coal,2046,2006
G104394,L100992,Q200601,https://www.gem.wiki/Huaneng_Huaiyin_power_station,China,Jiangsu,Huaneng Huaiyin power station Unit 6,Huaneng Huaiyin power station,华能淮阴第二发电公司,华能淮阴电厂三期,Huaneng Power International 63.64%; Jiangsu Guoxin Investment Group 26.36%; Jiangsu Power Development Co.(江苏电力发展股份有限公司)10.00%.,"China Huaneng (64%), Jiangsu Guoxin Investment Group (26%), Jiangsu Electric Power Development Co.(10%)",330,operating,2006,NA,NA,subcritical,bituminous,NA,Yuehe Village,Huaiyin,Huai'an,East Asia,33.5962159,118.9628061,exact,NA,NA,NA,NA,10442,94600,51.00%,1.5,38.4,25,coal,2046,2006
G112656,L101345,Q200854,https://gem.wiki/Huaneng_Huangtai_power_station,China,Shandong,Huaneng Huangtai power station Unit 4,Huaneng Huangtai power station,华能济南黄台发电厂,NA,Huaneng Shandong Power Co Ltd 90%;Yangquan Coal Industry Group 10%.,"China Huaneng (90%), Yangquan Coal Industry Group (10%)",50,retired,1965,2008,NA,subcritical,anth,NA,166 Gongye North Road,Licheng,Jinan,East Asia,36.70776,117.08796,exact,NA,NA,NA,NA,12618,98300,51.00%,0.3,0,0,coal,2008,1965
G104666,L101345,Q200854,https://gem.wiki/Huaneng_Huangtai_power_station,China,Shandong,Huaneng Huangtai power station Unit 5,Huaneng Huangtai power station,华能济南黄台发电厂,NA,Huaneng Shandong Power Co Ltd 90%;Yangquan Coal Industry Group 10%.,"China Huaneng (90%), Yangquan Coal Industry Group (10%)",100,retired,1983,2008,NA,subcritical,anth,NA,166 Gongye North Road,Licheng,Jinan,East Asia,36.70776,117.08796,exact,NA,NA,NA,NA,12183,98300,51.00%,0.6,0,0,coal,2008,1983
G104667,L101345,Q200854,https://gem.wiki/Huaneng_Huangtai_power_station,China,Shandong,Huaneng Huangtai power station Unit 6,Huaneng Huangtai power station,华能济南黄台发电厂,NA,Huaneng Shandong Power Co Ltd 90%;Yangquan Coal Industry Group 10%.,"China Huaneng (90%), Yangquan Coal Industry Group (10%)",100,retired,1983,2008,NA,subcritical,anth,NA,166 Gongye North Road,Licheng,Jinan,East Asia,36.70776,117.08796,exact,NA,NA,NA,NA,12183,98300,51.00%,0.6,0,0,coal,2008,1983
G104399,L101346,P100239,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,China,Shandong,Huaneng Jiaxiang power station Unit 1,Huaneng Jiaxiang power station,华能嘉祥电厂,NA,Huaneng Shandong Ruyi Coal Power Co Ltd,China Huaneng,330,operating,2007,NA,NA,subcritical,unknown,NA,Jiaxiang Town Zhangliu Village,Jiaxiang,Jining,East Asia,35.3850276,116.4431802,exact,NA,NA,NA,NA,10442,96100,51.00%,1.6,40.6,26,coal,2047,2007
G104400,L101346,P100239,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,China,Shandong,Huaneng Jiaxiang power station Unit 2,Huaneng Jiaxiang power station,华能嘉祥电厂,NA,Huaneng Shandong Ruyi Coal Power Co Ltd,China Huaneng,330,operating,2007,NA,NA,subcritical,unknown,NA,Jiaxiang Town Zhangliu Village,Jiaxiang,Jining,East Asia,35.3850276,116.4431802,exact,NA,NA,NA,NA,10442,96100,51.00%,1.6,40.6,26,coal,2047,2007
